Date,TempOut,HiTemp,LowTemp,OutHum,DewPt.,WSpeed,WDir,WRun,WHSpeed,HWDir,WChill,HeatIx,ThwIx,ThswI,Bar,Rain,SolRate,SolRad.,HiSlE,Rad.,uvIndex,uDose,hiUV,hetD-D,colD-D,inTemp,inHum,inDew,iHeat,ET,WSamp,WTx,iRecept,arcInt,WDir_deg,HWDir_deg,Punto,Polvo_PM10,clase
2008-02-23,9.799999999999999,18.3,2.7,53.0,-0.05813953488372093,7.3374999999999995,E,176.18,69.2,---,2.6,15.7,8.1,,610.5604166666667,0.0,0.0,329.25,53.03,422.3125,0.0,0.0,0.0,7.648,0.0,12.714583333333332,39.5,-0.3354166666666667,22.6,5.13,28825,1,86.53333333333335,30,90.0,,20V,5.0,False
2008-02-26,8.797872340425531,15.7,3.6,56.0,-0.33404255319148934,9.547916666666667,ENE,229.26000000000002,88.5,E,2.9,13.8,6.8255319148936175,,607.6229166666667,0.0,0.0,173.60416666666666,50.19,341.4791666666667,,,,9.332,0.0,11.139583333333334,39.0,-1.5145833333333334,16.2,3.7199999999999998,32973,1,99.14999999999999,30,67.5,90.0,20V,33.0,False
2008-02-29,7.970454545454545,19.1,-1.5,28.5,-11.086363636363636,12.93695652173913,S,297.67,61.2,E,-1.9,15.2,4.952272727272727,,608.2326086956522,0.0,0.0,398.4,50.06,424.5111111111111,,,,9.503,0.0,9.85,21.5,-11.430434782608694,20.6,12.84,30625,1,95.47826086956522,30,180.0,90.0,20V,13.0,False
2008-03-03,5.885416666666667,13.4,-1.9,54.0,-3.4104166666666664,8.783333333333333,ESE,210.79,62.8,SE,-2.5,11.3,3.8354166666666667,,609.2229166666667,0.0,0.0,175.29166666666666,35.14,324.0833333333333,0.0,0.0,0.0,12.446,0.0,7.547916666666667,43.5,-5.002083333333333,13.0,3.5700000000000003,33406,1,100.0,30,112.5,135.0,20V,6.0,False
2008-03-06,5.0062500000000005,13.4,-2.4,15.0,-19.485416666666666,14.245833333333335,SW,341.96,53.1,SSW,-5.8,10.9,1.1187500000000001,,608.5375,0.0,0.0,185.41666666666666,30.88,198.52083333333334,,,,13.331,0.0,12.533333333333333,23.0,-7.047916666666667,13.2,4.88,33047,1,99.52916666666665,30,225.0,202.5,20V,38.0,False
2008-03-12,7.102083333333333,17.8,-2.9,26.5,-14.133333333333333,16.35625,SW,392.65,77.2,SW,-2.7,13.7,3.6041666666666665,3.891666666666667,604.7604166666666,0.0,0.0,365.875,46.27,388.25,,,,11.225,0.0,17.033333333333335,16.5,-8.25,19.9,25.54,30677,1,92.44791666666667,30,225.0,225.0,20V,19.0,False
2008-03-15,10.106250000000001,19.3,1.3,52.5,-2.935416666666667,7.2749999999999995,W,174.58,45.1,W,0.9,15.7,8.322916666666666,,615.3395833333333,0.0,0.0,333.0833333333333,46.4,358.75,,,,8.254,0.024,19.545833333333334,29.0,0.5437500000000001,22.8,5.95,32838,1,99.12708333333335,30,270.0,270.0,20V,51.0,False
2008-03-18,9.825000000000001,18.3,1.4,36.0,-6.6875,13.270833333333334,W,318.61,61.2,WNW,1.4,15.1,6.772916666666667,,598.8645833333334,0.0,0.0,281.1041666666667,46.62,319.4375,,,,8.509,0.0,20.162499999999998,23.5,-1.9208333333333334,23.3,6.37,33414,1,99.89375,30,270.0,292.5,20V,33.0,False
2008-03-21,7.779166666666666,16.3,-1.6,27.5,-5.6187499999999995,9.685416666666667,W,232.49,51.5,N,-1.8,13.4,5.425,,602.9708333333333,0.2,0.0,257.2083333333333,45.33,346.9375,,,,10.552,0.0,19.527083333333334,25.0,-0.5666666666666667,22.1,5.0,33349,1,100.0,30,270.0,0.0,20V,46.0,False
2008-03-24,7.997916666666666,15.4,-0.1,50.0,-2.15625,8.539583333333333,W,205.13,49.9,N,0.2,13.2,6.1375,,603.8583333333333,0.0,0.0,234.27083333333334,46.96,337.9375,,,,10.333,0.0,19.08125,31.0,1.26875,21.8,4.41,33417,1,100.0,30,270.0,0.0,20V,53.0,False
2008-03-27,9.160416666666666,17.0,-0.2,33.5,-5.1312500000000005,8.908333333333333,N,214.0,49.9,N,-1.4,13.9,6.7875000000000005,,599.1,0.0,0.0,245.4375,46.27,291.1458333333333,,,,9.179,0.0,19.458333333333332,25.0,-0.9520833333333334,20.9,4.82,33446,1,100.0,30,0.0,0.0,20V,20.0,False
2008-03-29,8.164583333333333,15.0,0.5,49.5,-1.2375,10.014583333333333,WNW,240.56,64.4,NNE,0.2,12.7,5.941666666666666,,599.8270833333333,0.2,0.0,206.75,42.45,308.25,,,,10.167,0.0,19.591666666666665,30.5,1.7562499999999999,22.0,4.03,33298,1,99.99791666666665,30,292.5,22.5,20V,33.0,False
2008-04-05,1.6958333333333335,10.3,-6.8,10.0,-27.733333333333334,25.93958333333333,SW,622.84,74.0,SSW,-8.7,8.4,-3.5354166666666664,,603.9625,0.0,0.0,246.27083333333334,37.11,266.4791666666667,,,,16.633,0.0,13.916666666666666,20.0,-8.866666666666667,14.3,39.93,33270,1,99.92916666666667,30,225.0,202.5,VETA,12.94462,False
2008-04-08,1.0104166666666667,11.3,-9.4,10.5,-28.839583333333334,16.483333333333334,SW,395.84,62.8,SSW,-10.4,9.1,-2.7062500000000003,,609.0416666666666,0.0,0.0,224.54166666666666,34.02,239.47916666666666,,,,17.325,0.0,13.3125,21.5,-8.441666666666666,13.3,5.91,14897,1,45.37916666666666,30,225.0,202.5,VETA,45.62129,False
2008-04-11,6.9375,18.1,-5.5,11.5,-22.575,15.216666666666667,N,365.28000000000003,74.0,N,-5.4,14.2,3.122916666666667,1.90625,608.0895833333333,0.0,0.0,354.9583333333333,47.52,402.8125,,,,11.394,0.0,16.099999999999998,14.0,-10.245833333333334,19.5,13.9,30916,1,93.3,30,0.0,0.0,VETA,73.02628,False
2008-04-14,5.83125,14.7,-3.6,21.5,-18.270833333333332,17.9375,SW,430.44,70.8,SW,-4.7,11.4,1.7541666666666667,,598.8041666666667,0.0,0.0,282.7708333333333,41.11,302.4583333333333,,,,12.5,0.0,17.391666666666666,20.5,-5.64375,18.7,18.96,33218,1,99.95833333333333,30,225.0,225.0,VETA,105.11931,False
2008-04-17,3.6479166666666667,13.9,-6.8,15.5,-21.397916666666664,11.65,W,279.97,56.3,W,-7.6,11.1,0.5541666666666668,,606.0333333333333,0.0,0.0,276.9583333333333,40.43,295.6458333333333,,,,14.682,0.0,15.639583333333334,19.0,-7.325,16.6,5.8500000000000005,33189,1,99.98541666666667,30,270.0,270.0,VETA,58.17894,False
2008-04-20,3.1666666666666665,13.1,-7.4,10.0,-27.37708333333333,7.833333333333333,WNW,188.25,49.9,WNW,-9.2,10.1,0.4666666666666666,,606.5520833333334,0.0,0.0,273.3125,39.91,292.2916666666667,,,,15.175,0.0,14.239583333333334,15.0,-11.641666666666666,14.0,5.11,33258,1,99.97291666666666,30,292.5,292.5,VETA,38.71593,False
2008-04-23,6.564583333333334,13.9,-3.8,13.0,-19.966666666666665,8.4875,N,203.56,40.2,N,-5.4,11.2,3.7729166666666667,,604.0395833333333,0.0,0.0,206.54166666666666,39.31,254.60416666666666,,,,11.773,0.0,15.6625,18.0,-8.535416666666666,16.6,4.59,33091,1,99.91041666666666,30,0.0,0.0,VETA,26.20422,False
2008-04-26,5.504166666666666,13.7,-2.2,17.5,-19.783333333333335,21.222916666666666,SW,509.37,78.9,SW,-5.7,10.9,0.5187499999999999,,602.0895833333333,0.0,0.0,260.9583333333333,38.62,280.0625,,,,12.829,0.0,16.108333333333334,21.0,-5.9375,16.6,18.98,33092,1,99.9375,30,225.0,225.0,VETA,13.07542,False
2008-04-29,4.1937500000000005,14.7,-6.1,16.0,-21.60625,16.01875,SW,384.59000000000003,69.2,W,-7.7,11.4,0.44375000000000003,,601.35,0.0,0.0,253.0,37.84,271.5833333333333,,,,14.145,0.0,15.610416666666666,19.0,-7.279166666666666,16.1,16.54,33160,1,99.9375,30,225.0,270.0,VETA,195.55465,True
2008-05-05,2.2020833333333334,14.1,-9.1,11.0,-25.256249999999998,10.924999999999999,WSW,262.3,62.8,N,-10.6,11.0,-1.1229166666666666,,606.65,0.0,0.0,246.35416666666666,36.94,264.125,,,,16.127,0.0,14.0375,16.0,-10.950000000000001,14.5,11.12,33103,1,99.85000000000001,30,247.5,0.0,COY,154.38269,True
2008-05-08,1.3208333333333333,10.5,-10.3,8.5,-29.5,18.0625,SW,433.65999999999997,64.4,WNW,-11.8,8.6,-2.93125,,609.6625,0.0,0.0,224.89583333333334,34.1,240.27083333333334,,,,17.009,0.0,13.158333333333333,21.0,-8.475,13.7,5.86,14698,1,44.77291666666667,30,225.0,292.5,COY,128.92312,False
2008-05-11,8.754166666666666,17.2,-1.6,7.5,-25.508333333333336,24.099999999999998,WSW,578.57,72.4,SW,-1.7,13.7,3.7874999999999996,2.4562500000000003,604.6354166666666,0.0,0.0,362.75,49.33,404.0,,,,9.578,0.0,16.712500000000002,12.0,-13.293750000000001,19.1,25.91,31566,1,95.28125,30,247.5,225.0,COY,6.3976,False
2008-05-14,-0.30416666666666664,8.6,-10.3,21.5,-22.931250000000002,10.991666666666667,WNW,263.85,53.1,WNW,-12.4,6.9,-3.3312500000000003,,609.7416666666667,0.0,0.0,209.0625,33.11,231.35416666666666,,,,18.639,0.0,12.856250000000001,22.0,-8.3125,13.9,4.2700000000000005,33106,1,99.76666666666667,30,292.5,292.5,COY,38.15685,False
2008-05-17,3.1208333333333336,14.4,-7.8,12.5,-25.179166666666664,14.00625,SW,336.33,61.2,SW,-9.7,11.3,-0.4395833333333332,,607.4458333333333,0.0,0.0,212.3125,32.56,227.64583333333334,,,,15.215,0.0,14.579166666666666,19.0,-8.716666666666667,15.7,11.459999999999999,33122,1,99.85208333333333,30,225.0,225.0,COY,38.67251,False
2008-05-20,4.5249999999999995,16.2,-6.4,8.0,-27.43958333333333,5.425,W,130.31,30.6,W,-7.3,12.9,2.379166666666667,,608.8041666666667,0.0,0.0,210.70833333333334,32.47,226.04166666666666,,,,13.813,0.0,15.964583333333332,18.0,-8.529166666666667,16.9,4.14,32872,1,99.28541666666666,30,270.0,270.0,COY,5.0,False
2008-05-27,3.391666666666667,11.6,-6.2,13.0,-24.1125,17.454166666666666,SW,419.18,62.8,SSW,-7.6,9.4,-0.9270833333333334,,602.6020833333333,0.0,0.0,201.4375,31.39,219.91666666666666,,,,14.94,0.0,12.466666666666667,19.0,-10.166666666666666,12.9,11.87,32988,1,99.57291666666667,30,225.0,202.5,COY,6.0,False
2008-05-29,0.8729166666666667,7.7,-4.1,25.0,-18.858333333333334,24.275000000000002,SW,582.64,67.6,SW,-10.6,6.3,-5.202083333333333,,607.1395833333333,0.0,0.0,200.41666666666666,31.18,215.125,,,,17.453,0.0,11.441666666666668,23.0,-9.075000000000001,12.0,8.91,33297,1,99.39999999999999,30,225.0,225.0,COY,5.0,False
2008-08-03,7.814583333333334,18.2,-3.1,35.0,-8.612499999999999,9.483333333333333,ESE,227.68,53.1,E,-4.3,15.2,5.254166666666666,,1008.3375,0.0,0.0,317.6666666666667,49.41,398.2083333333333,,,,10.519,0.0,9.158333333333333,26.5,-9.404166666666667,19.5,5.79,33490,1,100.0,30,112.5,90.0,20V,18.48069,False
2008-08-03,7.814583333333334,18.2,-3.1,35.0,-8.612499999999999,9.483333333333333,ESE,227.68,53.1,E,-4.3,15.2,5.254166666666666,,1008.3375,0.0,0.0,317.6666666666667,49.41,398.2083333333333,,,,10.519,0.0,9.158333333333333,26.5,-9.404166666666667,19.5,5.79,33490,1,100.0,30,112.5,90.0,VETA,26.79972,False
2008-08-06,3.908333333333333,11.9,-1.8,13.5,-23.40416666666667,18.464583333333334,SW,443.38,62.8,SW,-6.3,9.7,-0.9645833333333332,,605.25,0.0,0.0,189.25,30.71,211.35416666666666,,,,14.423,0.0,15.418750000000001,21.5,-6.872916666666666,16.4,11.790000000000001,33561,1,100.0,30,225.0,225.0,20V,254.94682,True
2008-08-06,3.908333333333333,11.9,-1.8,13.5,-23.40416666666667,18.464583333333334,SW,443.38,62.8,SW,-6.3,9.7,-0.9645833333333332,,605.25,0.0,0.0,189.25,30.71,211.35416666666666,,,,14.423,0.0,15.418750000000001,21.5,-6.872916666666666,16.4,11.790000000000001,33561,1,100.0,30,225.0,225.0,VETA,7.64861,False
2008-08-10,5.9437500000000005,14.6,-0.6,42.5,-11.28125,10.55625,NNE,253.43,48.3,NNE,-3.1,11.3,3.0041666666666664,,611.40625,0.0,0.0,313.8125,43.56,338.5208333333333,,,,12.392,0.0,18.197916666666668,18.0,-6.366666666666667,18.8,5.6,32505,1,98.74166666666667,30,22.5,22.5,20V,51.62297,False
2008-08-10,5.9437500000000005,14.6,-0.6,42.5,-11.28125,10.55625,NNE,253.43,48.3,NNE,-3.1,11.3,3.0041666666666664,,611.40625,0.0,0.0,313.8125,43.56,338.5208333333333,,,,12.392,0.0,18.197916666666668,18.0,-6.366666666666667,18.8,5.6,32505,1,98.74166666666667,30,22.5,22.5,VETA,5.80547,False
2008-08-13,2.6666666666666665,11.7,-7.2,12.0,-26.23125,22.454166666666666,WSW,539.1,64.4,SW,-9.6,9.5,-2.4812499999999997,,607.7791666666667,0.0,0.0,235.79166666666666,35.35,252.16666666666666,,,,15.667,0.0,17.591666666666665,22.0,-4.0062500000000005,17.9,6.97,15316,1,46.65,30,247.5,225.0,20V,116.18107,False
2008-08-13,2.6666666666666665,11.7,-7.2,12.0,-26.23125,22.454166666666666,WSW,539.1,64.4,SW,-9.6,9.5,-2.4812499999999997,,607.7791666666667,0.0,0.0,235.79166666666666,35.35,252.16666666666666,,,,15.667,0.0,17.591666666666665,22.0,-4.0062500000000005,17.9,6.97,15316,1,46.65,30,247.5,225.0,VETA,8.98407,False
2008-08-16,3.0500000000000003,11.8,-6.2,11.0,-27.152083333333334,20.347916666666666,WSW,488.42,74.0,SW,-7.9,9.5,-1.6916666666666667,,606.1791666666667,0.0,0.0,238.25,36.04,256.3125,,,,15.283,0.0,19.558333333333334,19.5,-4.491666666666666,21.2,6.95,12976,1,39.525,30,247.5,225.0,20V,74.33189,False
2008-08-16,3.0500000000000003,11.8,-6.2,11.0,-27.152083333333334,20.347916666666666,WSW,488.42,74.0,SW,-7.9,9.5,-1.6916666666666667,,606.1791666666667,0.0,0.0,238.25,36.04,256.3125,,,,15.283,0.0,19.558333333333334,19.5,-4.491666666666666,21.2,6.95,12976,1,39.525,30,247.5,225.0,VETA,13.07665,False
2008-08-19,4.279166666666667,14.3,-5.9,6.5,-30.645833333333332,14.783333333333333,WSW,354.81,70.8,W,-8.6,11.4,0.2666666666666667,,606.7208333333333,0.0,0.0,245.85416666666666,36.43,261.4791666666667,,,,14.049,0.0,17.587500000000002,16.5,-7.522916666666667,17.8,6.5,11427,1,34.80625,30,247.5,270.0,20V,53.61641,False
2008-08-19,4.279166666666667,14.3,-5.9,6.5,-30.645833333333332,14.783333333333333,WSW,354.81,70.8,W,-8.6,11.4,0.2666666666666667,,606.7208333333333,0.0,0.0,245.85416666666666,36.43,261.4791666666667,,,,14.049,0.0,17.587500000000002,16.5,-7.522916666666667,17.8,6.5,11427,1,34.80625,30,247.5,270.0,VETA,5.0,False
2008-08-22,4.0625,15.1,-7.9,7.0,-29.539583333333336,14.410416666666668,WNW,345.96,64.4,WNW,-7.8,11.8,0.6958333333333334,,605.8416666666667,0.0,0.0,238.58333333333334,36.3,264.5833333333333,,,,14.276,0.0,17.347916666666666,21.0,-5.05,18.2,6.7,13980,1,42.583333333333336,30,292.5,292.5,20V,5.0,False
2008-08-22,4.0625,15.1,-7.9,7.0,-29.539583333333336,14.410416666666668,WNW,345.96,64.4,WNW,-7.8,11.8,0.6958333333333334,,605.8416666666667,0.0,0.0,238.58333333333334,36.3,264.5833333333333,,,,14.276,0.0,17.347916666666666,21.0,-5.05,18.2,6.7,13980,1,42.583333333333336,30,292.5,292.5,VETA,66.904,False
2008-08-26,5.5625,16.4,-6.4,10.0,-24.889583333333334,6.133333333333333,WNW,147.2,40.2,WNW,-6.2,13.2,3.341666666666667,,608.4645833333333,0.0,0.0,252.85416666666666,37.37,269.9791666666667,,,,12.767,0.0,17.849999999999998,16.0,-7.8500000000000005,18.2,4.8,17199,1,52.38958333333333,30,292.5,292.5,20V,102.56748,False
2008-08-26,5.5625,16.4,-6.4,10.0,-24.889583333333334,6.133333333333333,WNW,147.2,40.2,WNW,-6.2,13.2,3.341666666666667,,608.4645833333333,0.0,0.0,252.85416666666666,37.37,269.9791666666667,,,,12.767,0.0,17.849999999999998,16.0,-7.8500000000000005,18.2,4.8,17199,1,52.38958333333333,30,292.5,292.5,VETA,54.52142,False
2008-08-28,0.6083333333333334,8.3,-6.8,7.0,-30.797916666666666,26.25208333333333,SW,630.08,75.6,SW,-12.9,6.6,-5.839583333333334,,610.0333333333333,0.0,0.0,259.7708333333333,37.93,276.8333333333333,,,,17.714,0.0,17.827083333333334,21.0,-4.972916666666666,19.8,7.01,17985,1,54.775,30,225.0,225.0,20V,66.03857,False
2008-08-28,0.6083333333333334,8.3,-6.8,7.0,-30.797916666666666,26.25208333333333,SW,630.08,75.6,SW,-12.9,6.6,-5.839583333333334,,610.0333333333333,0.0,0.0,259.7708333333333,37.93,276.8333333333333,,,,17.714,0.0,17.827083333333334,21.0,-4.972916666666666,19.8,7.01,17985,1,54.775,30,225.0,225.0,VETA,8.25075,False
2008-08-31,4.83125,15.7,-6.5,5.0,-30.45,10.31875,NW,247.79,48.3,WSW,-7.2,12.5,1.8520833333333335,,608.1875,0.0,0.0,263.625,38.45,281.25,,,,13.509,0.0,18.458333333333332,16.0,-7.520833333333333,21.5,5.78,19685,1,59.95208333333333,30,315.0,247.5,20V,25.95155,False
2008-08-31,4.83125,15.7,-6.5,5.0,-30.45,10.31875,NW,247.79,48.3,WSW,-7.2,12.5,1.8520833333333335,,608.1875,0.0,0.0,263.625,38.45,281.25,,,,13.509,0.0,18.458333333333332,16.0,-7.520833333333333,21.5,5.78,19685,1,59.95208333333333,30,315.0,247.5,VETA,35.02096,False
2008-09-03,9.195833333333333,17.1,4.2,51.0,-1.4020833333333333,9.58125,SW,230.13,46.7,SW,2.3,14.7,7.085416666666667,,1004.1395833333332,0.2,0.0,220.83333333333334,50.92,399.3333333333333,0.0,0.0,0.0,9.145,0.0,11.239583333333334,33.0,-4.120833333333334,19.1,4.4,33255,1,99.825,30,225.0,225.0,COY,5.0,False
2008-09-06,1.6708333333333334,7.8,-5.7,8.0,-28.962500000000002,10.0875,W,242.14,62.8,NNE,-6.6,6.2,-1.8041666666666665,,609.1833333333333,0.0,0.0,169.375,28.43,213.97916666666666,,,,16.665,0.0,16.479166666666668,16.0,-9.137500000000001,18.2,3.5900000000000003,33526,1,100.0,30,270.0,22.5,COY,5.0,False
2008-09-12,7.083333333333333,13.4,2.7,79.0,1.5833333333333333,8.979166666666666,NNE,215.6,82.1,NNE,2.7,11.7,5.408333333333334,5.575,608.6479166666667,0.4,0.07916666666666666,285.9375,47.44,385.0833333333333,,,,11.248,0.0,17.691666666666666,34.5,1.5479166666666666,19.5,4.24,30827,1,92.76458333333333,30,22.5,22.5,COY,13.93883,False
2008-09-30,6.354166666666667,16.4,-4.4,18.0,-17.539583333333333,22.18958333333333,SW,532.67,82.1,SW,-4.6,12.7,1.8666666666666665,,609.0104166666666,0.0,0.0,304.8958333333333,42.62,325.8125,,,,11.975,0.0,18.197916666666668,13.0,-10.737499999999999,18.2,7.47,29239,1,88.82291666666667,30,225.0,225.0,COY,8.48519,False
2008-11-05,2.1125000000000003,10.2,-4.9,19.0,-20.71875,17.666666666666668,W,424.06,57.9,SW,-7.7,8.1,-2.4916666666666667,,607.0416666666666,0.0,0.0,182.3125,32.6,249.70833333333334,,,,16.221,0.0,14.0625,23.0,-6.520833333333333,14.9,17.14,32883,1,99.2,30,270.0,225.0,20V,177.02073,True
2008-11-05,2.1125000000000003,10.2,-4.9,19.0,-20.71875,17.666666666666668,W,424.06,57.9,SW,-7.7,8.1,-2.4916666666666667,,607.0416666666666,0.0,0.0,182.3125,32.6,249.70833333333334,,,,16.221,0.0,14.0625,23.0,-6.520833333333333,14.9,17.14,32883,1,99.2,30,270.0,225.0,VETA,91.78853,False
2008-11-08,2.8000000000000003,12.2,-6.1,18.0,-22.535416666666666,19.397916666666667,SW,465.88,69.2,W,-7.9,9.7,-1.3979166666666665,,606.9625,0.0,0.0,231.5625,34.83,247.16666666666666,,,,15.535,0.0,17.4875,23.0,-3.9416666666666664,18.6,6.62,15409,1,46.93125,30,225.0,270.0,20V,180.51412,True
2008-11-08,2.8000000000000003,12.2,-6.1,18.0,-22.535416666666666,19.397916666666667,SW,465.88,69.2,W,-7.9,9.7,-1.3979166666666665,,606.9625,0.0,0.0,231.5625,34.83,247.16666666666666,,,,15.535,0.0,17.4875,23.0,-3.9416666666666664,18.6,6.62,15409,1,46.93125,30,225.0,270.0,VETA,40.10737,False
2008-11-11,8.464583333333334,17.4,-1.7,14.0,-19.841666666666665,17.01875,WSW,408.71,69.2,WSW,-2.3,13.7,4.520833333333333,3.59375,605.59375,0.0,0.0,368.6041666666667,47.61,391.2083333333333,,,,9.859,0.0,18.410416666666666,12.0,-10.924999999999999,20.0,20.69,31389,1,95.18124999999999,30,247.5,247.5,20V,124.7882,False
2008-11-11,8.464583333333334,17.4,-1.7,14.0,-19.841666666666665,17.01875,WSW,408.71,69.2,WSW,-2.3,13.7,4.520833333333333,3.59375,605.59375,0.0,0.0,368.6041666666667,47.61,391.2083333333333,,,,9.859,0.0,18.410416666666666,12.0,-10.924999999999999,20.0,20.69,31389,1,95.18124999999999,30,247.5,247.5,VETA,269.21204,True
2008-11-14,7.485416666666667,17.7,-2.3,19.5,-16.972916666666666,17.795833333333334,SW,427.24,82.1,SW,-1.9,13.5,3.829166666666667,3.1208333333333336,603.25625,0.4,0.0,368.0208333333333,46.79,390.75,,,,10.841,0.0,18.21875,14.5,-9.222916666666666,21.2,32.09,30836,1,93.12083333333334,30,225.0,225.0,20V,197.73042,True
2008-11-14,7.485416666666667,17.7,-2.3,19.5,-16.972916666666666,17.795833333333334,SW,427.24,82.1,SW,-1.9,13.5,3.829166666666667,3.1208333333333336,603.25625,0.4,0.0,368.0208333333333,46.79,390.75,,,,10.841,0.0,18.21875,14.5,-9.222916666666666,21.2,32.09,30836,1,93.12083333333334,30,225.0,225.0,VETA,441.63484,True
2008-11-17,7.2625,18.1,-4.3,13.0,-21.46666666666667,13.339583333333332,SW,320.24,70.8,SW,-4.1,14.2,3.7604166666666665,3.85,606.2520833333333,0.0,0.0,369.9166666666667,47.26,392.8958333333333,,,,11.071,0.0,19.627083333333335,12.0,-10.954166666666666,23.8,19.47,32183,1,97.15208333333334,30,225.0,225.0,20V,157.54685,True
2008-11-17,7.2625,18.1,-4.3,13.0,-21.46666666666667,13.339583333333332,SW,320.24,70.8,SW,-4.1,14.2,3.7604166666666665,3.85,606.2520833333333,0.0,0.0,369.9166666666667,47.26,392.8958333333333,,,,11.071,0.0,19.627083333333335,12.0,-10.954166666666666,23.8,19.47,32183,1,97.15208333333334,30,225.0,225.0,VETA,197.16671,True
2008-11-20,6.758333333333333,14.3,-1.2,41.0,-6.70625,8.78125,NW,210.81,62.8,NW,-1.2,11.7,4.527083333333333,4.839583333333334,607.3854166666666,0.0,0.0,301.9166666666667,48.51,384.0,,,,11.574,0.0,19.20625,21.0,-3.4812499999999997,22.3,5.07,32576,1,97.98333333333333,30,315.0,315.0,20V,71.65821,False
2008-11-20,6.758333333333333,14.3,-1.2,41.0,-6.70625,8.78125,NW,210.81,62.8,NW,-1.2,11.7,4.527083333333333,4.839583333333334,607.3854166666666,0.0,0.0,301.9166666666667,48.51,384.0,,,,11.574,0.0,19.20625,21.0,-3.4812499999999997,22.3,5.07,32576,1,97.98333333333333,30,315.0,315.0,VETA,143.31643,False
2008-11-23,9.285416666666666,17.4,-2.7,13.0,-17.3625,10.620833333333334,NE,255.06,43.5,NE,-2.4,13.7,6.222916666666666,6.345833333333334,606.75,0.0,0.0,333.2083333333333,46.62,383.75,,,,9.05,0.0,18.970833333333335,15.0,-7.645833333333333,21.4,6.87,29413,1,88.89583333333333,30,45.0,45.0,VETA,139.43964,False
2008-11-26,9.785416666666666,20.3,-0.3,34.0,-8.6875,8.34375,WNW,200.31,64.4,WNW,-0.2,14.9,7.441666666666666,7.810416666666666,607.3249999999999,0.0,0.0,351.625,50.66,411.125,0.0,0.0,0.0,8.547,0.0,20.089583333333334,21.0,-3.6666666666666665,24.2,6.41,28762,1,87.10833333333333,30,292.5,292.5,20V,13.24301,False
2008-11-26,9.785416666666666,20.3,-0.3,34.0,-8.6875,8.34375,WNW,200.31,64.4,WNW,-0.2,14.9,7.441666666666666,7.810416666666666,607.3249999999999,0.0,0.0,351.625,50.66,411.125,0.0,0.0,0.0,8.547,0.0,20.089583333333334,21.0,-3.6666666666666665,24.2,6.41,28762,1,87.10833333333333,30,292.5,292.5,VETA,99.30616,False
2008-11-29,9.835416666666667,18.5,0.3,33.0,-7.6000000000000005,9.7875,WSW,234.94,48.3,WSW,0.7,15.1,7.308333333333334,7.520833333333333,604.36875,0.0,0.0,308.5,48.85,393.8333333333333,,,,8.493,0.0,18.66875,22.0,-4.01875,20.9,6.2,28781,1,87.00625000000001,30,247.5,247.5,20V,39.7497,False
2008-11-29,9.835416666666667,18.5,0.3,33.0,-7.6000000000000005,9.7875,WSW,234.94,48.3,WSW,0.7,15.1,7.308333333333334,7.520833333333333,604.36875,0.0,0.0,308.5,48.85,393.8333333333333,,,,8.493,0.0,18.66875,22.0,-4.01875,20.9,6.2,28781,1,87.00625000000001,30,247.5,247.5,VETA,13.25209,False
2008-12-17,8.727083333333333,14.8,4.7,62.0,0.8541666666666666,12.8125,NNE,307.41,48.3,NNE,2.6,13.1,6.054166666666667,5.7625,602.5145833333333,1.4,0.3833333333333333,226.875,51.05,355.625,,,,9.603,0.0,18.322916666666668,32.0,1.2770833333333333,19.8,4.26,29445,1,88.96666666666665,30,22.5,22.5,COY,6.61175,False
2008-12-20,9.797872340425531,17.2,4.4,57.0,0.4787234042553192,10.5875,NE,254.25,77.2,NE,4.5,14.4,7.729787234042553,7.51063829787234,601.9250000000001,0.0,0.0,303.375,53.71,435.8958333333333,,,,8.361,0.0,18.654166666666665,33.0,1.7708333333333333,21.4,5.55,27626,1,83.66458333333334,30,45.0,45.0,COY,19.92346,False
2008-12-23,8.194285714285714,16.5,2.2,83.0,2.725714285714286,6.604166666666667,---,158.47,54.7,---,2.3,14.6,6.7942857142857145,7.0,605.7416666666667,0.0,0.0,355.55555555555554,50.92,428.4166666666667,,,,7.397,0.0,15.879166666666668,40.5,2.2062500000000003,19.1,3.9699999999999998,22020,1,66.56458333333333,30,,,COY,6.66551,False
2008-12-26,6.747916666666666,11.3,2.9,78.5,2.3041666666666667,11.893749999999999,NE,285.63,162.5,NE,-0.1,10.4,4.375,3.6666666666666665,603.65,6.8,0.9041666666666667,190.10416666666666,40.08,318.1041666666667,,,,11.577,0.0,14.879166666666668,41.0,2.0708333333333333,16.5,3.33,21786,1,66.35208333333334,30,45.0,45.0,COY,32.83466,False
2008-12-29,,,,,,0.0,---,0.0,0.0,---,,,,,599.6521739130435,0.0,0.0,,,,,,,0.0,0.0,15.389130434782608,43.0,2.652173913043478,17.6,0.0,0,1,0.0,30,,,COY,13.23904,False
2009-02-03,8.143749999999999,15.6,3.1,74.0,1.9375,8.4125,NE,201.93,54.7,NE,0.7,13.3,6.447916666666667,5.922916666666667,606.9229166666667,8.2,0.875,222.3125,46.45,334.3958333333333,,,,10.189,0.0,17.560416666666665,39.0,2.9812499999999997,18.9,3.77,32433,1,98.28541666666666,30,45.0,45.0,20V,86.63562,False
